bitstring,count
010110110000000000001111,2
111111011111011100100000,1
111101111111000000101111,1
100101110111000000011100,1
001110000100001010000011,1
001010000101000000001111,1
010010000100000110001111,1
000000001111110011000000,1
100000001111001000001111,1
100100010011000000100111,1
110100010010000000101101,1
100000010011000100100000,1
010110001101100101000110,1
000010010111000101011111,1
000100001110010000100001,1
000000001111001000011011,2
000000001011000000011111,1
000110100101000010000111,1
000010101111000010101101,1
110110101010001110100001,1
000100011011000000011011,1
011000001100011000000000,1
001000001110010000011100,1
010001011111000000001111,1
000000101001000000101111,1
010001011101000000001111,1
000100101100000000010111,1
011000110010101100100000,1
110110100101011001010000,1
111110100000110000111001,1
100111001110001000000111,1
000000001111000001111010,1
010011101011000000001111,1
000000001011001000001011,1
010001000001001010100000,1
100000000001000001001011,1
101100010100000000001111,1
000001010110110111101110,1
101010000101000000001110,1
000001001110000000001111,2
100010001010000110100010,1
000000101111000000011111,1
010100001000000001001110,1
000000001011010000001101,1
100010000011000010001111,1
000000000111000000100111,1
110011101011000000001111,1
000000001111000000000010,4
000000001101010110111010,1
000000001111011011100000,1
001010000001000000000111,1
000000101110110100100010,1
000010110000000111000010,1
000000011111000000001111,6
000000011110101000001010,1
110100101111001100001111,1
000000001111000000001010,6
110101000101101011101110,1
001001011101100010100101,1
000000001111011000111011,1
001010000110001010000011,1
011010011011010100000110,1
111000010100010011010000,1
000010110100000100101000,1
011001111101100101000111,1
011000110110001000001111,1
000100101101010010000100,1
000000001111001010111011,1
011000101100000000111010,1
101000001101000000001011,1
100000011111000000000111,1
000010110001100000001111,1
010110100001111100001001,1
000010100111000010000111,1
011110000001000000001111,2
000000001010011010000000,1
010000110000010010000001,1
010000001101100110110000,1
111010000110000100101111,1
000000001001001000011000,1
001000001111011000000110,1
100011000010000000001111,1
000000011101000001011110,1
011010000000110000001111,1
000000010110110111000000,1
000010001111100010010111,1
000000001111010000101111,1
000000001111110000001101,1
010110000000000000001111,1
111111000000000000001111,1
000000001101000001001111,1
000000001111001000000001,1
010010011011000000001111,1
000010100001000000001111,1
000011001110000000001111,2
010000111101000010010100,1
001000100101010000011010,1
000000100011000010111011,1
000000011111000000101001,1
000000011110000000001101,1
101000001101000100001101,1
010010000110000000001111,1
110110000111000000011111,1
011000000100000100000110,1
000010111100100010100111,1
101111110010001100101110,1
000001001111010001111001,1
110111011110001001110010,1
010000000101000101011101,1
001000001011000010001111,1
110110000001001110100110,1
101010000100000010010011,1
000000001111011010101001,1
000000001111000001001011,5
011110100000000000001011,1
000110010101000000001111,1
101110100000000000011110,1
000100001111000111100111,1
001000001001010000001001,1
010100000001011001010000,1
001001101100000100000111,1
000000101101101011011100,1
001010000101000011111010,1
000100100010000010100000,1
110010101111000010000010,1
000000001111010010011001,1
000000000110000000001011,1
100110011001000010000100,1
010000000111000000001011,1
000000001111011010011001,1
000010100001000010001111,1
010000101101000000000111,1
000110001101001011100101,1
101001110001101010011011,1
010010011001001110000111,1
000010100001010010001100,1
101100000110000000001111,1
011010000100010110011001,1
001000001111001100001111,1
000010101111100000000111,1
011010100010101010110000,1
010000011101000010111001,1
000000101100110100001111,1
010010010000001011000000,1
101011100011111011100010,1
011110010000001010010000,1
000001101011000011011010,1
000000001101000000100010,1
000000011111000000100001,1
101110000011000010010010,1
000001011011010010000000,1
001110111111001000101010,1
011110001100000101000011,1
010010101101000000001011,1
000000001111100010000110,1
000000001111001010110100,1
000100001110100110111101,1
100011101110100011100011,1
000000011110000010000111,1
010000001111110000001011,1
001011001001000000001110,1
010111000001000000001101,1
000100001111000010010010,1
100000001110001000001011,1
010001001101000000010000,1
000011001111010000011101,1
011000001101110000010001,1
010010000111110110001001,1
000000101001000100101101,1
010010001101100000001011,1
000000001111011000001001,4
000001001111010010110100,1
000010110111001111111010,1
000100110110000000100010,1
010110111100000000001111,2
010110010000000100101111,1
000000001101000000101001,1
001000001111000001001110,1
001010101001000000011111,1
000000101001010001110100,1
011010001001011100011010,1
010001100101110101111110,1
000000001111010110001110,1
000000001111111101011011,1
111000101101100001100010,1
000000001111101101011000,1
000000001111100010000001,1
000110011110000111001101,1
011011101111100000011101,1
010010101101010010111011,1
001000001110000100111111,1
000000101011000000001010,1
001100001011000000000110,1
101110001111101000000101,1
011001001101000100001011,1
100000001101001000001011,1
000010110000010000010001,1
000000001110001000100100,1
000000001111001010111110,2
000000001011010010010110,1
011010000000000000001010,1
000100101100001000001111,1
010000101110000000001111,1
000000001111101010100100,1
000001001101010010110000,1
001010100000000000111011,1
000000010111000000011111,1
000001001111000000001011,2
000010001111000000001111,6
110010000101000000001111,1
000000001111000010000001,4
000110110100011001101010,1
010110100001000000011111,1
010000001011000010100111,1
000010000101101010000010,1
011010000100000011001111,1
111000001010000000001111,1
000000001101110010011110,1
000000001111000000010111,1
011100001001000000001111,1
000000001111010010100001,1
100110001010000000001111,1
010110111000000000000111,1
000000101100010000001100,1
010100001101000000001111,3
000110010001110100001001,1
000000101111000100001011,1
000100001111000000011111,2
010000011101000000001111,1
000110101101000000001111,1
001110101000000000011111,1
010010000100010000001111,1
000000001111000100100001,1
011010001111011000001111,1
000000001111000001001110,2
010011011100000000001111,1
010010000101000000001111,2
000100000111010000011100,1
100101111101000000001111,1
000101110110000000011011,1
000000010011000000111000,1
000000001111010000001001,5
000000001100000010000111,1
010100001100100100011000,1
000101100111000110101101,1
001000100100010000000101,1
011100100101001000100100,1
000000001111000000100001,1
000000001010111101001011,1
000000001111011100001111,1
010011011010000000110101,1
000001101010000000001111,1
011101110111010000001111,1
111110000000101000101011,1
001000011110001010000011,1
000000011011000010100111,1
100010011101000000001111,1
011110000000000000001111,2
000110011010010000001111,1
001000100001011110001101,1
000000001111000010001110,1
001111001100000010001111,1
001010000100111000001100,1
001001011111001000010000,1
100110001000000000100111,1
100001001111000000001110,1
000010101101000000001110,1
101101101111000000011011,1
011101100010100000001111,1
010000001111000100001100,1
001000001011000001001111,1
000000001111000110010111,1
000000001111000000100101,1
011110101110000010001110,1
100110101110101110110000,1
000000001111010100001111,1
100010000011010101101011,1
100011110111110101001101,1
000000001111100010100101,1
011110010001000000100111,1
100010000111000010111001,1
000000001111000110000101,1
011110000001000101001111,1
001010100001000000011101,1
111000001001000000001111,1
010010100110000000001111,2
001111000001000000011111,1
100111101100000111101000,1
011000101000000000001101,1
000000001111000010100011,1
010010010000000000001110,1
010000001111000010101101,1
000000001011100100110000,1
111011100001000000001111,1
110011000101000000001110,1
000000000111000110000111,1
000101110000101100000011,1
010000110111011100010000,1
100110110011000000001011,1
001101010001000001001111,1
000100100110000000001111,1
010101001111000001001111,1
100100000101100000001101,1
000100111000000000001111,2
111010011111000010101001,1
101110100111000000001111,1
001000001111000000001011,3
001000100011110000011001,1
100111011100010000001111,1
001000001110000001101101,1
011010000101000100001111,1
000000101110001010000111,1
011010000111001000010000,1
110011010000011110010000,1
000011000010000000000111,1
000000011111101110100000,1
000000001111111110000000,1
000000001111000000000001,3
000111001111000001011110,1
110010010001000000001111,2
011000011100110000000101,1
001000001110001100111011,1
000000001111000001011100,1
000000001111010011000011,1
000010000011010001011000,1
011101011110001010100011,1
100011100011000000001111,1
011010010001000100001011,1
000000000110000000100000,1
000000001111010000000011,2
000000001001000010100111,1
000000001111101010001000,1
000000001111001010110011,1
000011011011000000101101,1
000110100101010110000001,1
110000001111000000001111,3
000101000011000000001111,1
000000101111010010100001,1
000000110111000000111101,1
000100001110011010110001,1
011010101110000000001111,1
100010001111000000001111,1
101011101101011001001010,1
111100001111001100001110,1
001000000010000000010100,1
011111011101101100101101,1
001100101000011010000000,1
001000001000110010000101,1
000000001111010000111011,1
001000111011000000001101,1
011010010101000000011100,1
000000001111111010010000,2
100000001110010010000010,1
000000001111111110110000,1
000000101101000000011101,1
100101110000000000111001,1
111000010111000000001011,1
000000001111011010110000,1
000000111010000000001111,2
010010111010010000001111,1
000000001110001100001111,1
110001111010000000001011,1
011000000010010000011011,1
000000001111000000100010,1
000010000110000000001111,1
000000001111011010011101,1
101000101100011010001001,1
000000001110010001001111,1
011000000001000000001111,3
100010000011000010011111,1
000111000110001000101000,1
100100110111000110000011,1
010010100011001000101011,1
000110010110101100000001,1
000000001111000000100011,1
000000001111100110000010,1
000010100111000000011011,1
001101101101000000001111,1
000000101101000111100001,1
000100101001010110000101,1
000000001111000000110001,2
110110100001000000011100,1
100000001110001001100000,1
010111001000011101010011,1
011100001011000000001011,1
000010100111000010000000,1
010000001101110000100110,1
000001001110111101001010,1
001000001001000000011011,1
000011010111010000000010,1
011000000000000000001111,2
000000001011000110001011,1
001010000110100100000100,1
100000001110000000001010,1
000000001111100101101101,1
101000000110101011100000,1
000000001101000001001110,1
100010000110000000001111,1
000000001101000000011111,1
111010000001101100100000,1
000100001110000000001111,2
000000001110111010000001,1
011110001010000000001011,1
010010001101000011000101,1
010010000000000000001111,1
000100001111000000111011,1
011000001111000000101110,1
000010011101000000011110,1
011111111111110000000001,1
001010001011010001001101,1
000010000010000000001011,1
001111000100111000101110,1
000000101001000000001011,2
000010011110000000001111,2
000001001111010000001111,1
101111111101001010110001,1
010011001111011010100001,1
000000001111000000010110,1
000010101101000000001001,1
000000101111000000000111,1
001000001101011000001001,1
011010011101001010101001,1
010100011111100110000100,1
010010000101010010010000,1
101000000100000000001111,1
101010101100000011011100,1
000000001110001000000100,1
000000100011010010110001,1
000110000010000010001111,1
010000110010000001000101,1
000010101110101110011000,1
000000000011110000001001,1
001110110110000000001101,1
000000001101000000001101,1
011100010000010111011001,1
000001001111100000000111,1
000000011001010000100010,1
001010110100010010000111,1
001110110000100010100101,1
000001101101000000011111,1
